epoch,train_loss,val_loss,epoch_time_s,peak_gpu_mem_mb,cumul_train_time_s
60,1.3371457865363674,1.5520607680082321,15.42,52807,2463.60
61,1.3150681131764461,,15.63,52669,2479.23
62,1.3228365433843512,,14.85,52937,2494.08
63,1.3084388092944497,,15.02,52496,2509.10
64,1.3106262370159751,,14.71,52724,2523.81
65,1.372348622271889,1.5246018469333649,15.57,52864,2539.38
66,1.2871537961457904,,15.03,52831,2554.41
67,1.2859443551615666,,15.04,52646,2569.44
68,1.3002190025229203,,15.10,52852,2584.55
69,1.2946543881767674,,14.98,52739,2599.52
70,1.278900378628781,1.5320053398609161,14.84,52833,2614.36
71,1.2901035860965127,,14.71,52788,2629.06
72,1.3007458134701377,,14.67,52705,2643.74
73,1.2865039549375836,,15.18,52997,2658.92
74,1.3067317416793423,,18.56,52961,2677.47
75,1.3104620481792248,1.5504163801670074,15.30,52772,2692.78
76,1.3024499102642662,,15.38,52933,2708.16
77,1.262603107251619,,14.93,52710,2723.08
78,1.275974995211551,,14.23,52876,2737.31
79,1.2942034131602238,,15.26,52895,2752.57
80,1.280783866581164,1.4644939452409744,14.68,52810,2767.25
81,1.3378981226368953,,14.52,52788,2781.77
82,1.252952704304143,,15.03,52793,2796.80
83,1.2883875307283903,,14.98,52861,2811.78
84,1.2624899462649697,,14.91,52967,2826.69
85,1.2558332430688959,1.4919990003108978,14.27,52861,2840.96
86,1.2432290943045365,,15.35,52753,2856.31
87,1.2449915848280255,,15.11,52763,2871.42
88,1.2768137517728304,,15.33,52669,2886.75
89,1.2348278760910034,,14.93,52716,2901.68
90,1.2158299308074147,1.410623922944069,14.98,52782,2916.66
91,1.2232129699305485,,15.39,52881,2932.05
92,1.2707095836338245,,15.19,52716,2947.24
93,1.2223029136657715,,15.01,52712,2962.25
94,1.2260477291910272,,15.50,52594,2977.76
95,1.25870208363784,1.3554537743330002,15.03,52946,2992.78
96,1.2250514595132125,,14.93,52637,3007.71
97,1.235040887405998,,14.93,52930,3022.64
98,1.172755009249637,,15.06,52746,3037.70
99,1.2190553608693575,,14.56,52792,3052.25
100,1.2257584458903263,1.4157144874334335,14.92,52748,3067.18
101,1.2021421507785195,,15.34,53194,3082.52
102,1.2059174587852077,,14.66,52754,3097.17
103,1.2198690991652639,,14.66,52933,3111.83
104,1.1802767515182495,,14.52,52591,3126.35
105,1.2349912743819387,1.385494440793991,14.84,52876,3141.20
106,1.196019028362475,,14.93,52917,3156.13
107,1.2093753187279952,,14.27,52896,3170.39
108,1.1982716635653847,,14.44,52850,3184.84
109,1.2193698349751925,,14.47,52680,3199.30
110,1.2054834616811652,1.357735276222229,14.68,52588,3213.99
111,1.2077581819735075,,15.00,52885,3228.99
112,1.2002402042087756,,14.54,52600,3243.53
113,1.1747853693209196,,14.99,52677,3258.52
114,1.2012982807661359,,15.22,52767,3273.74
115,1.236085019613567,1.3422272056341171,15.05,52936,3288.79
116,1.1969936960621883,,15.55,52854,3304.33
117,1.1933051975149858,,15.52,52571,3319.86
118,1.2244835276352732,,14.61,52648,3334.47
119,1.1924769627420526,,14.25,52997,3348.72
120,1.1875521509270919,1.3158092498779297,14.84,52893,3363.56
121,1.1946687572880794,,14.90,53031,3378.46
122,1.1799766264463727,,15.23,52781,3393.70
123,1.2050001370279413,,15.03,52674,3408.73
124,1.1860686415120174,,15.04,52728,3423.77
125,1.1596882155067043,1.3332989513874054,15.30,52605,3439.07
126,1.194992981458965,,15.30,52929,3454.37
127,1.2013903919019198,,14.95,52764,3469.32
128,1.162185461897599,,15.04,53163,3484.36
129,1.1934961331518072,,14.67,52680,3499.03
130,1.209355304115697,1.3630934208631516,14.99,52747,3514.02
131,1.1603431262468036,,14.36,53062,3528.37
132,1.1851147099545127,,15.61,52861,3543.99
133,1.1516956592860974,,15.24,52575,3559.23
134,1.1503893952620656,,15.32,52879,3574.55
135,1.1713243785657381,1.3253481090068817,15.56,52687,3590.11
136,1.1628257475401227,,15.28,52711,3605.39
137,1.1900227760013782,,14.89,52627,3620.28
138,1.1824885104831897,,15.14,52589,3635.42
139,1.2210696747428493,,18.94,52733,3654.36
140,1.178592518756264,1.313677579164505,14.80,52718,3669.16
141,1.1869819540726512,,14.94,52944,3684.10
142,1.1462770825938176,,14.64,52909,3698.75
143,1.143970040898574,,15.16,52861,3713.90
144,1.1715992940099615,,15.48,52877,3729.38
145,1.1775767113033093,1.2848238348960876,15.39,52787,3744.78
146,1.1820784430754812,,15.16,52957,3759.94
147,1.1769409054204036,,15.01,52706,3774.95
148,1.1609218120574951,,14.51,52923,3789.47
149,1.1872937992999428,,14.73,52507,3804.19
150,1.1657191640452336,1.2891600728034973,14.79,52694,3818.98
151,1.1393530839367916,,13.82,52687,3832.80
152,1.2068082156934237,,14.26,52710,3847.06
153,1.1548997226514315,,14.19,52737,3861.25
154,1.114673934484783,,14.66,52875,3875.92
155,1.093565162859465,1.3098569959402084,14.61,52696,3890.53
156,1.1156886125865735,,15.19,52779,3905.72
157,1.1280046889656468,,14.56,52932,3920.28
158,1.1199584634680497,,14.81,52695,3935.09
159,1.1252757561834235,,15.41,52817,3950.50
160,1.1068118371461566,1.2615955770015717,14.98,52661,3965.48
161,1.0995571613311768,,15.33,52607,3980.81
162,1.1205873740346808,,14.89,52896,3995.70
163,1.0752439436159635,,14.94,52619,4010.64
164,1.099224749364351,,14.50,52509,4025.14
165,1.0584066761167426,1.2104178667068481,14.81,53053,4039.95
166,1.1214626023643894,,14.88,52964,4054.83
167,1.0670513102882786,,14.58,53003,4069.41
168,1.1161570894090753,,14.89,52725,4084.30
169,1.1095633349920575,,15.20,52503,4099.50
170,1.097886258050015,1.2416062653064728,14.57,52752,4114.07
171,1.0753452997458608,,14.75,52712,4128.82
172,1.1088938681702865,,14.69,52614,4143.52
173,1.1076139964555438,,14.98,52784,4158.50
174,1.1100047105237056,,15.19,52886,4173.69
175,1.0687889362636365,1.214464545249939,15.27,52760,4188.95
176,1.0729354086675142,,15.09,52799,4204.04
177,1.0716499937208075,,15.04,52820,4219.08
178,1.0821044978342558,,14.51,52663,4233.60
179,1.0817165719835382,,14.80,52875,4248.40
180,1.0812748262756748,1.2304133474826813,14.93,53084,4263.32
181,1.0675772679479498,,15.21,52678,4278.54
182,1.086446711891576,,15.17,52723,4293.71
183,1.0817601335676092,,15.13,52928,4308.84
184,1.10339219319193,,14.84,52703,4323.68
185,1.0904687454825954,1.2782194018363953,15.55,52894,4339.22
186,1.0667100517373336,,14.82,52966,4354.04
187,1.0718623274251033,,14.63,52917,4368.67
188,1.0665425156292163,,14.98,52753,4383.66
189,1.0553225467079563,,14.42,52857,4398.08
190,1.0641097489156222,1.215272143483162,14.47,53100,4412.55
191,1.0365229280371415,,14.92,52719,4427.47
192,1.038140761224847,,15.40,52821,4442.88
193,1.0600908680966026,,14.65,52985,4457.53
194,1.059679047057503,,14.81,52716,4472.34
195,1.0559834398721393,1.227578729391098,14.76,53000,4487.10
196,1.0620339042262028,,14.82,53085,4501.92
197,1.0774353523003428,,15.29,52766,4517.22
198,1.0612061400162547,,14.96,52692,4532.18
199,1.0570323592738102,,14.68,52849,4546.87
200,1.0989687850600796,1.2750787138938904,15.39,52704,4562.26
201,1.0850301604521901,,14.65,52642,4576.91
202,1.0778700709342957,,14.89,52684,4591.79
203,1.0621278662430613,,14.76,52802,4606.56
204,1.0557152221077366,,15.35,53511,4621.91
205,1.0389209013236196,1.2424915432929993,15.38,52794,4637.29
206,1.067266125428049,,15.12,52810,4652.41
207,1.052606303440897,,14.92,53011,4667.32
208,1.0354756493317454,,15.10,53078,4682.42
209,1.0615792682296352,,15.09,53010,4697.51
210,1.0333440492027683,1.2089798599481583,15.86,52722,4713.38
211,1.0320691340848018,,15.46,52740,4728.84
212,1.0403517923857037,,15.65,52628,4744.49
213,1.0720812709707963,,15.37,52798,4759.86
214,1.0507796877308895,,15.15,52913,4775.01
215,1.0693145174729197,1.2117158323526382,14.93,52966,4789.94
216,1.0758079227648283,,15.52,52819,4805.46
217,1.0698081129475643,,14.64,52909,4820.10
218,1.090926076236524,,15.28,52881,4835.38
219,1.0493621543834084,,14.78,52913,4850.16
220,1.0411213510914852,1.2128982543945312,15.60,52539,4865.76
221,1.0809341669082642,,15.41,52847,4881.16
222,1.0214943666207164,,15.00,52546,4896.16
223,1.0373746219434237,,15.63,52776,4911.79
224,1.0266890619930469,,15.75,52756,4927.54
225,1.0718813883630853,1.2550636231899261,15.22,53053,4942.76
226,1.0799153102071661,,15.33,53063,4958.09
227,1.0659163531504179,,15.36,52795,4973.45
228,1.075069967069124,,14.87,52839,4988.32
229,1.0637366708956266,,15.03,53153,5003.36
230,1.0549970488799245,1.2070664465427399,15.21,52615,5018.57
231,1.045613982175526,,15.39,53113,5033.96
232,1.0754558506764864,,14.90,52925,5048.87
233,1.0235218186127513,,15.14,52995,5064.01
234,1.0658840944892483,,15.22,52820,5079.23
235,1.0733926860909713,1.217755749821663,15.17,52781,5094.41
236,1.0609529394852488,,15.35,52746,5109.76
237,1.0257711943827177,,15.56,52835,5125.31
238,1.0563317694162067,,15.28,52751,5140.60
239,1.055507525017387,,15.42,52658,5156.01
240,1.0502398578744185,1.2182235419750214,15.75,52899,5171.76
241,1.0453197799230878,,15.30,52661,5187.06
242,1.0455978763730902,,15.35,52866,5202.41
243,1.0709261172696163,,15.42,52882,5217.83
244,1.0709881155114425,,15.25,52684,5233.08
245,1.0727638821852834,1.2377898842096329,15.31,52795,5248.39
246,1.0635428773729425,,16.34,53025,5264.73
247,1.04285623839027,,16.03,52840,5280.76
248,1.0513917552797418,,15.53,52840,5296.29
249,1.0486639832195483,,15.33,52535,5311.62
250,1.0576729586249904,1.2273604571819305,15.03,52870,5326.65
251,1.0765630508724011,,14.81,52796,5341.46
252,1.0417649808682894,,15.40,52855,5356.86
253,1.0248894315016897,,15.04,52867,5371.90
254,1.0392638162562722,,14.88,52847,5386.78
255,1.0269068887359218,1.2316769659519196,14.81,53318,5401.60
256,1.0534093976020813,,14.86,52739,5416.46
257,1.063504695892334,,14.62,52988,5431.08
258,1.055713509258471,,15.10,53114,5446.18
259,1.029364432159223,,14.89,52867,5461.07
260,1.0039963283036883,1.1697765439748764,14.92,52617,5475.99
261,1.0577405628405119,,14.67,52712,5490.67
262,1.0395813803923757,,14.97,52692,5505.63
263,1.044943630695343,,15.32,53124,5520.95
264,1.0387011609579389,,14.85,52739,5535.80
265,1.038158510860644,1.2260528802871704,14.74,52887,5550.54
266,1.0618345957053335,,14.22,52874,5564.76
267,1.030209293490962,,14.57,52579,5579.34
268,1.0363740670053583,,14.99,52746,5594.33
269,1.0363145596102665,,14.90,52965,5609.22
270,1.0476734544101514,1.183808520436287,14.59,52712,5623.81
271,1.0469571257892407,,14.45,52822,5638.26
272,1.051066894280283,,14.97,52973,5653.23
273,1.0847473081789518,,14.77,52839,5668.01
274,1.0472392596696551,,14.79,52872,5682.80
275,1.0343695973095142,1.2077812403440475,14.91,53071,5697.71
276,1.0343869108902781,,15.09,52554,5712.80
277,1.0321999317721318,,14.53,52752,5727.33
278,1.0476750355017812,,14.62,52702,5741.94
279,1.0591745847149898,,14.47,53037,5756.42
280,1.0794108353163068,1.2610262334346771,14.76,52585,5771.18
281,1.0517201015823765,,14.32,53087,5785.50
282,1.028910677683981,,14.65,53003,5800.15
283,1.0315606374489634,,14.74,52812,5814.89
284,1.0360549656968367,,15.52,52718,5830.41
285,1.029280822528036,1.2353063523769379,14.98,52721,5845.39
286,1.0499595623267324,,14.50,52842,5859.89
287,1.0490661012498956,,14.37,52840,5874.26
288,1.077160120010376,,15.12,52700,5889.38
289,1.0648604035377502,,15.04,52675,5904.42
290,1.0301625101189864,1.1682908535003662,14.91,52836,5919.33
291,1.0754013532086422,,14.93,52730,5934.26
292,1.0614044634919417,,15.30,52959,5949.56
293,1.0464886803376048,,14.92,52607,5964.48
294,1.0272636068494696,,15.24,52795,5979.72
295,1.05129631569511,1.2375693172216415,15.68,52900,5995.40
296,1.0737866445591575,,14.88,53434,6010.28
297,1.0403262188560085,,14.98,52768,6025.27
298,1.042776280327847,,15.06,52832,6040.33
299,1.0652788501036794,,14.51,52636,6054.84
300,1.0740415265685634,1.194798544049263,15.54,52827,6070.37
301,1.0243785506800602,,15.44,52788,6085.81
302,1.0681319268126237,,14.28,52694,6100.09
303,1.0209105736330937,,15.04,52712,6115.13
304,1.0408925131747597,,15.44,52610,6130.57
305,1.0348708817833348,1.2960590422153473,14.67,53001,6145.23
306,1.033530643111781,,14.80,52789,6160.03
307,1.054835557937622,,14.69,52797,6174.72
308,1.0314268093360097,,15.03,53032,6189.75
309,1.0193297737523128,,14.61,52968,6204.36
310,1.0231286130453412,1.2160346955060959,14.33,52672,6218.69
311,1.056029896987112,,14.17,53009,6232.86
312,1.0422811414066113,,14.59,52970,6247.45
313,1.0329322689457943,,14.51,53177,6261.96
314,1.0362717603382312,,15.15,52524,6277.11
315,1.0442921864359003,1.2117760628461838,14.46,53116,6291.56
316,1.037426139179029,,14.12,52916,6305.69
317,1.0433401841866343,,14.36,52809,6320.05
318,1.0329570958488865,,14.79,52829,6334.83
319,1.0331714216031527,,14.27,52815,6349.10
320,1.0214502215385437,1.21954445540905,15.04,52654,6364.14
321,1.0094821578577946,,14.77,52828,6378.91
322,1.017822005246815,,14.94,52712,6393.85
323,1.0311181576628434,,15.19,52599,6409.04
324,1.0238174576508372,,15.05,52793,6424.09
325,1.046469039038608,1.1622548401355743,15.15,52959,6439.24
326,1.035188963538722,,14.53,52616,6453.77
327,1.0317236467411643,,15.27,53153,6469.04
328,1.022159711310738,,15.28,52713,6484.32
329,1.0337706710162915,,14.79,52711,6499.11
330,1.037560246492687,1.1746255457401276,14.77,52716,6513.88
331,1.0251652127818058,,14.58,52811,6528.46
332,1.0260792845173885,,15.47,52878,6543.93
333,1.0283766169297068,,14.87,52681,6558.79
334,1.0175475917364423,,15.52,52530,6574.32
335,1.0208351047415483,1.21628899872303,15.02,52798,6589.34
336,1.0346144845611172,,15.12,52741,6604.46
337,1.038112078842364,,14.63,52626,6619.08
338,1.0273750612610264,,14.78,52747,6633.86
339,1.0253749081962986,,14.35,52781,6648.21
340,1.0248318314552307,1.2040222883224487,15.13,52552,6663.34
341,1.0200193900811045,,15.28,52960,6678.62
342,1.026177980397877,,14.86,52755,6693.48
343,1.0520022229144448,,14.70,52853,6708.18
344,1.010871222144679,,14.89,52710,6723.07
345,1.0440234071330021,1.166243702173233,15.62,52792,6738.69
346,1.0241104176169948,,14.88,52963,6753.57
347,1.022045715859062,,15.11,52977,6768.67
348,1.0207853505485935,,15.12,52752,6783.80
349,1.0799337594132674,,15.04,52814,6798.84
350,1.0278727286740352,1.2272462844848633,14.98,52835,6813.82
351,1.0404940341648303,,15.25,53075,6829.07
352,1.0424013514267771,,15.30,52674,6844.37
353,1.0212631821632385,,14.87,52980,6859.24
354,1.0212691677244086,,14.86,52929,6874.10
355,1.0460165425350791,1.1999485194683075,14.79,52772,6888.89
356,1.0485993466879193,,14.95,52732,6903.84
357,1.0247104952209873,,14.31,53092,6918.15
358,1.0266094866551851,,14.95,52618,6933.10
359,1.039054340437839,,15.08,53167,6948.18
360,1.0361038320942928,1.1538394838571548,14.98,52644,6963.16
361,1.037520822725798,,15.03,52751,6978.18
362,1.0322809125247754,,14.98,52895,6993.17
363,1.043155971326326,,14.85,53265,7008.02
364,1.0469634783895392,,14.80,53009,7022.82
365,1.028287975411666,1.2460303753614426,14.88,52763,7037.70
366,1.0283910067457902,,14.64,52955,7052.35
367,1.0251031486611617,,14.52,53009,7066.87
368,1.0106333556928133,,14.65,53158,7081.52
369,1.0276700038658946,,14.73,52641,7096.25
370,0.9927791262927809,1.2167829722166061,14.55,52970,7110.81
371,1.0213823381223177,,14.95,53025,7125.75
372,1.0097230139531588,,14.66,52981,7140.41
373,1.0327468514442444,,14.76,52771,7155.17
374,0.9961277748409071,,14.41,52737,7169.59
375,1.0395547151565552,1.2716224193572998,15.48,53077,7185.06
376,1.0385221650725918,,15.14,52764,7200.20
377,1.0061305855449878,,14.86,52628,7215.06
378,1.0119961719763906,,15.13,52560,7230.18
379,1.0626245925300999,,14.74,52893,7244.92
380,1.042041097816668,1.1727604418992996,15.22,52580,7260.14
381,1.0340739174893028,,14.46,52907,7274.60
382,1.0162249583947032,,14.62,53003,7289.22
383,1.0053265220240544,,14.80,52898,7304.02
384,1.026680588722229,,14.91,52648,7318.93
385,1.0274804328617297,1.1372226625680923,14.72,52833,7333.65
386,1.0272193488321806,,15.07,52777,7348.72
387,1.0174361655586643,,13.99,52985,7362.71
388,1.001425592522872,,15.26,52987,7377.97
389,1.0527341616781134,,15.16,52946,7393.13
390,1.0333966895153648,1.2041311413049698,14.78,52715,7407.91
391,1.0194873809814453,,14.89,52671,7422.80
392,1.0157326585368107,,14.95,52892,7437.75
393,0.9821705128017225,,15.00,52636,7452.74
394,1.0493254441964,,15.04,52782,7467.78
395,1.0364171015588861,1.223056435585022,14.93,52958,7482.72
396,1.0572701723952043,,14.46,52513,7497.18
397,1.0119546463615017,,14.77,53123,7511.96
398,1.0308772262774015,,14.73,52610,7526.69
399,1.001303450057381,,14.48,52651,7541.17
400,1.0344028629754718,1.1726092845201492,14.64,52908,7555.82
401,1.0227548323179547,,14.91,53100,7570.72
402,0.9822697702207064,,15.14,52673,7585.87
403,1.035265160234351,,15.02,52970,7600.88
404,1.0326015980620133,,15.10,52891,7615.98
405,1.0254453420639038,1.1975121051073074,14.70,52943,7630.68
406,1.0144790097286827,,15.13,52801,7645.81
407,1.0389625712444908,,14.84,52924,7660.65
408,1.0317914423189665,,14.97,52940,7675.62
409,1.0109772525335614,,15.10,53245,7690.72
410,1.0101437819631476,1.1881471276283264,14.76,52713,7705.48
411,1.006530855831347,,14.68,52790,7720.16
412,1.0061453047551607,,15.05,52906,7735.21
413,1.0191111313669305,,15.10,52675,7750.31
414,0.9965717510173195,,14.96,52653,7765.27
415,1.0099616427170603,1.199114054441452,14.53,52949,7779.80
416,1.0207297582375376,,15.27,52847,7795.07
417,1.0228422190013684,,15.00,52787,7810.07
418,0.9993984699249268,,14.78,52812,7824.85
419,1.0441352975995917,,14.85,52608,7839.70
420,1.0083587891177128,1.2091343998908997,14.98,52689,7854.68
421,1.0413621820901569,,14.70,52656,7869.38
422,1.005141374311949,,15.52,52968,7884.90
423,1.0244230878980536,,14.64,52480,7899.54
424,0.9999935062308061,,14.50,52880,7914.04
425,1.0092193327452008,1.2083538323640823,14.69,52976,7928.73
426,0.9977607507454721,,14.27,52760,7943.00
427,0.9974466907350641,,14.11,52933,7957.11
428,1.030453964283592,,14.01,52895,7971.12
429,1.0279891459565413,,15.01,53122,7986.14
430,1.0302443347479169,1.2458430379629135,14.92,52874,8001.06
431,0.9948976196740803,,14.87,53024,8015.93
432,1.0292843266537315,,15.61,52784,8031.54
433,1.0365196717412848,,14.56,52772,8046.10
434,1.0227645290525336,,15.17,52715,8061.27
435,1.0018785501781262,1.191970407962799,15.14,53031,8076.41
436,1.0123186644754911,,14.91,52756,8091.33
437,1.0411067416793423,,15.11,53072,8106.43
438,1.0350293862192255,,15.36,52946,8121.79
439,1.0226345156368457,,15.75,52880,8137.54
440,1.015366726800015,1.2393586039543152,15.14,52594,8152.68
441,1.0068084283878929,,14.80,52662,8167.47
442,1.0152872236151445,,15.29,52838,8182.76
443,1.0095851954660917,,14.71,52516,8197.47
444,0.9935352049375835,,14.64,52732,8212.11
445,1.0518937487351268,1.1819853633642197,14.94,52917,8227.05
446,1.0031031119196039,,14.41,52620,8241.47
447,1.0152978332419145,,14.70,52696,8256.17
448,1.01210839183707,,15.10,53010,8271.27
449,1.017453017987703,,14.75,52862,8286.02
450,1.0405308886578208,1.2487348914146423,15.31,52689,8301.33
451,0.9977123737335205,,14.83,53055,8316.15
452,1.0057904783048128,,14.76,52641,8330.92
453,1.0793523662968685,,14.82,52766,8345.74
454,1.0049393333886798,,15.52,53079,8361.26
455,1.0068126414951526,1.2142589837312698,15.38,52742,8376.64
456,0.9999846627837733,,15.23,52926,8391.86
457,1.0159204476758052,,14.69,53053,8406.55
458,1.0177127813038074,,14.72,52765,8421.27
459,1.0083553194999695,,14.91,52832,8436.18
460,1.0031307276926542,1.2407671511173248,14.72,52836,8450.90
461,1.0228336955371655,,14.96,52775,8465.86
462,1.0003160551974648,,15.11,52806,8480.97
463,1.012048646023399,,14.53,52743,8495.50
464,1.0328928608643382,,14.57,52637,8510.07
465,0.9831600283321581,1.1842121183872223,14.94,52683,8525.00
466,1.0201538111034192,,15.52,53038,8540.52
467,1.015392708150964,,15.28,52744,8555.80
468,1.0326001518651058,,14.91,53054,8570.71
469,1.0359974848596674,,15.51,52709,8586.22
470,1.0232830894620795,1.215329349040985,15.62,52832,8601.84
471,0.978806850157286,,15.15,52809,8616.98
472,0.9995110223167821,,15.04,53100,8632.03
473,1.0277532590062994,,14.92,52706,8646.94
474,1.0038957250745673,,14.84,52573,8661.78
475,1.0261764965559308,1.2304342091083527,14.44,52752,8676.23
476,1.0051147247615613,,14.65,52814,8690.88
477,1.021856405233082,,15.01,52643,8705.88
478,1.0261818264660083,,14.59,52854,8720.47
479,1.003602096908971,,15.40,52784,8735.88
480,0.982562758420643,1.2062057852745056,14.93,52804,8750.81
481,1.0168007580857528,,14.84,52785,8765.65
482,1.0290214325252331,,14.75,52931,8780.40
483,1.0343994843332391,,15.19,52994,8795.59
484,0.9984939443437677,,14.67,52741,8810.26
485,1.0258319722978693,1.217101365327835,15.63,52653,8825.89
486,1.0101168218411898,,14.92,52859,8840.81
487,1.0159024596214294,,14.53,52702,8855.34
488,1.0111005588581687,,15.27,52761,8870.62
489,1.007123169146086,,14.96,52654,8885.58
490,1.0347747865476107,1.242126539349556,15.42,52717,8901.00
491,1.0244342653374923,,14.75,52732,8915.75
492,1.016348261582224,,14.96,53080,8930.72
493,1.0109813715282239,,14.91,52438,8945.63
494,0.9964578371298941,,14.89,52821,8960.51
495,1.0306647482671236,1.203434482216835,14.70,52898,8975.21
496,1.0015813425967568,,14.74,52954,8989.95
497,1.0231376760884334,,14.93,52477,9004.89
498,1.0421398187938489,,14.96,52652,9019.85
499,1.0145289960660433,,15.11,52938,9034.96
500,1.0341319975100065,1.2494911551475525,14.92,52623,9049.88
501,1.0225962274952938,,15.22,52659,9065.10
502,1.0193826869914406,,14.92,52881,9080.02
503,0.9955604672431946,,15.41,52858,9095.42
504,1.025983054386942,,15.15,52722,9110.57
505,1.0050023292240344,1.3094847649335861,14.87,52771,9125.44
506,1.0347309269403155,,14.46,52821,9139.90
507,1.0136975896985907,,14.51,52827,9154.41
508,1.023197170935179,,14.79,52757,9169.20
509,0.9855023465658489,,14.44,52727,9183.64
510,1.0210113305794566,1.206878274679184,15.06,52774,9198.71
511,1.0134359409934597,,14.78,52653,9213.49
512,1.0559112460989701,,14.66,52617,9228.14
513,1.0018049478530884,,14.98,52843,9243.13
514,1.0279421335772465,,15.27,52947,9258.40
515,1.0277320617123653,1.2957608550786972,15.08,52877,9273.48
516,1.0087760875099583,,14.64,52818,9288.12
517,1.007395603154835,,15.08,52891,9303.20
518,1.0315137787869102,,15.01,52719,9318.21
519,1.0164825257502104,,14.89,52984,9333.10
520,0.9762274779771504,1.2789383679628372,15.33,52580,9348.44
521,1.0211566843484576,,15.30,52775,9363.74
522,1.0085478958330656,,14.77,52896,9378.51
523,1.003465517571098,,14.85,52659,9393.36
524,1.03062735733233,,15.34,53062,9408.70
525,1.0230546876003868,1.254498228430748,15.04,52675,9423.74
526,0.9748603513366297,,14.79,52709,9438.53
527,0.9984134937587538,,15.17,52723,9453.69
528,1.0261975934630947,,15.29,53383,9468.98
529,0.9674646070128993,,15.28,53043,9484.26
530,0.9892396205349973,1.2302357405424118,15.19,52731,9499.46
531,0.9984987064411766,,15.35,53079,9514.80
532,1.0044343785235756,,15.00,52901,9529.80
533,1.0174391802988554,,14.95,53025,9544.75
534,1.0068251867043345,,14.81,52801,9559.56
535,1.00240495330409,1.2231651544570923,14.83,52709,9574.39
536,0.969703053173266,,15.57,52964,9589.96
537,1.0129697071878534,,15.62,52919,9605.58
538,0.9774575296201204,,14.53,52556,9620.12
539,1.0164406425074528,,15.02,52731,9635.13
540,1.0095067400681346,1.176863670349121,15.36,52677,9650.49
541,1.0336407266165082,,15.52,52717,9666.01
542,1.0374619019658942,,15.39,52773,9681.40
543,1.01623377988213,,14.93,52846,9696.33
544,1.0078117345508777,,14.62,52952,9710.95
545,0.994660518671337,1.1856288015842438,14.68,52792,9725.63
546,1.0377934104517887,,14.59,52712,9740.21
547,0.9968557483271548,,14.80,52835,9755.02
548,1.0158391532145048,,15.17,52743,9770.19
