epoch,train_loss,val_loss,epoch_time_s,peak_gpu_mem_mb,cumul_train_time_s
1021,0.9274252151188097,,1478.63,53404,1478.63
1022,0.8971601944220694,,13.96,52749,1492.59
1023,0.8916456793483934,,13.54,52990,1506.13
1024,0.894141275631754,,13.69,52617,1519.82
1025,0.8925393380616841,1.2900071889162064,14.59,52501,1534.41
1026,0.9006378776148746,,14.10,52868,1548.51
1027,0.8932058999412938,,13.71,52835,1562.22
1028,0.8948055474381698,,14.16,52694,1576.38
1029,0.923660767705817,,13.90,52697,1590.28
1030,0.8961816681058783,1.2699030488729477,18.11,52779,1608.40
1031,0.9061386647977328,,14.19,52783,1622.59
1032,0.9136006612526743,,13.63,52920,1636.21
1033,0.9205758916704279,,13.72,52730,1649.94
1034,0.8961304269338909,,13.41,53002,1663.35
1035,0.8861370494491175,1.2666337937116623,13.61,52651,1676.96
1036,0.9001068410120512,,14.29,52653,1691.25
1037,0.8978354774023357,,14.39,52565,1705.65
1038,0.8950193524360657,,14.21,52646,1719.85
1039,0.920995809529957,,13.90,52594,1733.76
1040,0.909357161898362,1.26430644094944,13.63,52690,1747.38
1041,0.8871948687653792,,13.09,52892,1760.47
1042,0.9306017976058157,,13.35,52438,1773.82
1043,0.943270250370628,,13.99,52763,1787.82
1044,0.9135154109252127,,14.11,52724,1801.92
1045,0.9199198264824716,1.2149044126272202,13.64,53109,1815.56
1046,0.8898096743382906,,14.21,52539,1829.77
1047,0.904369266409623,,13.60,52714,1843.37
1048,0.8899647562127364,,13.56,52718,1856.94
1049,0.9323936136145341,,13.54,52663,1870.47
1050,0.897563774334757,1.2462599277496338,14.24,52940,1884.71
1051,0.904965435203753,,14.72,52631,1899.43
1052,0.906435345348559,,13.87,52887,1913.30
1053,0.9242188365835893,,14.03,52799,1927.33
1054,0.9066930538729617,,14.47,52783,1941.80
1055,0.9306403900447645,1.2532429099082947,14.42,53019,1956.22
1056,0.8885810971260071,,13.90,53012,1970.11
1057,0.9002052388693157,,14.45,52779,1984.56
1058,0.853568014345671,,14.34,52757,1998.90
1059,0.9227395873320731,,13.82,52757,2012.72
1060,0.880721202022151,1.320315882563591,13.64,52728,2026.37
1061,0.8819743300739088,,13.87,52679,2040.24
1062,0.8999845605147513,,13.79,52568,2054.03
1063,0.8965786820963809,,14.20,52678,2068.23
1064,0.8967739437755785,,14.29,52609,2082.52
1065,0.897795181525381,1.2796265631914139,14.09,52694,2096.62
1066,0.9340102735318636,,13.59,52652,2110.21
1067,0.8831944214670282,,13.54,52627,2123.75
1068,0.8937963529636985,,14.43,52618,2138.18
1069,0.9164465414850336,,13.95,52678,2152.13
1070,0.8971786499023438,1.2300577610731125,14.07,53100,2166.20
1071,0.8886753979482149,,13.64,52782,2179.84
1072,0.9058946057369834,,14.03,52693,2193.86
1073,0.8832979955171284,,13.58,52621,2207.44
1074,0.9166465903583326,,13.62,52865,2221.06
1075,0.883468674985986,1.2694754004478455,13.32,52682,2234.38
1076,0.9073877209111264,,14.86,52920,2249.23
1077,0.8729187406991658,,14.53,53029,2263.76
1078,0.9199009788663763,,13.64,52520,2277.41
1079,0.9029427421720404,,13.39,52846,2290.80
1080,0.8831433496977154,1.2398198992013931,13.40,52700,2304.20
1081,0.8925860367323223,,14.33,52724,2318.53
1082,0.8880445643475181,,13.67,52564,2332.21
1083,0.8888878194909346,,14.23,53029,2346.44
1084,0.9023119838614213,,14.83,52543,2361.27
1085,0.8903966734283849,1.2797222882509232,13.91,52706,2375.18
1086,0.8963950307745683,,13.76,52870,2388.94
1087,0.9038206182028118,,14.26,52995,2403.20
1088,0.8861699229792545,,13.93,52701,2417.13
1089,0.8696623507298922,,14.30,52832,2431.42
1090,0.9057351319413436,1.2760365456342697,13.82,52747,2445.25
1091,0.8915770681280839,,13.81,52694,2459.06
1092,0.9221832469889992,,14.69,52889,2473.75
1093,0.9035764430698595,,13.98,52896,2487.73
1094,0.9215691121000993,,14.41,52770,2502.14
1095,0.8845985657290408,1.3187849670648575,18.29,53019,2520.43
1096,0.9076219514796608,,13.77,53028,2534.20
1097,0.880738848134091,,13.98,52945,2548.18
1098,0.886522860903489,,13.87,52655,2562.06
1099,0.8753369921132138,,13.32,52796,2575.38
1100,0.8781951069831848,1.2888260781764984,13.55,52979,2588.92
1101,0.9260434006389818,,15.11,52908,2604.04
1102,0.9005969292239139,,13.94,52729,2617.97
1103,0.9058511100317302,,13.89,52533,2631.86
1104,0.8813058232006273,,14.82,52764,2646.69
1105,0.9053680206599989,1.231057420372963,14.45,52734,2661.13
1106,0.8733036957289043,,14.34,52647,2675.47
1107,0.8700299231629622,,14.08,52642,2689.55
1108,0.897056708210393,,14.12,52690,2703.68
1109,0.9057769116602445,,14.38,52713,2718.05
1110,0.883560061454773,1.25742506980896,14.46,52750,2732.52
1111,0.8856826895161679,,13.70,52976,2746.22
1112,0.8640392422676086,,13.35,52713,2759.57
1113,0.8938573724345157,,13.66,52727,2773.23
1114,0.8862653186446742,,14.54,52619,2787.77
