step,train_mse,latent_rms,train_rel_l2,latent_dependence,heldout_codec_rel_l2
0.0,0.11328261133697298,0.00018293542962055653,1.098818987607956,0.0016138677019625902,0.8336617946624756
1.0,0.07251153925226794,0.00027883751317858696,,,
2.0,0.05795945937020911,0.00036976145929656923,,,
3.0,0.051583556110660234,0.00044369837269186974,,,
4.0,0.049568104785349634,0.0005141979781910777,,,
5.0,0.04985920702831613,0.0006289788288995624,,,
6.0,0.049377069233192336,0.0007668448961339891,,,
7.0,0.04919851582083437,0.0009447583579458296,,,
8.0,0.04908410552889109,0.0011393054155632854,,,
9.0,0.04888479620218277,0.0013462310889735818,0.781773217022419,,
10.0,0.04879985774142875,0.0015405366430059075,,,
11.0,0.04790550476147069,0.001737411366775632,,,
12.0,0.04698897981395324,0.001950466656126082,,,
13.0,0.04736624143603775,0.0021400009281933308,,,
14.0,0.04573721890648206,0.0023336864542216063,,,
15.0,0.04501316086699565,0.0025222389958798885,,,
16.0,0.04359768900192446,0.0027165645733475685,,,
17.0,0.04402416351354784,0.0028863230254501104,,,
18.0,0.04422767680966192,0.0030443635769188404,,,
19.0,0.04323081953037116,0.003208770416676998,0.7059052027761936,,
20.0,0.03959036403232151,0.003363622585311532,,,
21.0,0.042292236828555665,0.0035028301645070314,,,
22.0,0.040388233912073905,0.003648586804047227,,,
23.0,0.03750069802626967,0.003792412579059601,,,
24.0,0.03569114110949967,0.003914640750735998,,,
25.0,0.03498008269402716,0.004046437330543995,,,
26.0,0.03093822875784503,0.004143531899899244,,,
27.0,0.029347340601185958,0.004217092413455248,,,
28.0,0.029133214561475648,0.004270493518561125,,,
29.0,0.031140995017356343,0.004379358608275652,0.6650315262377262,,
30.0,0.028516409407473273,0.004415531642735004,,,
31.0,0.028364493772387506,0.004459646064788103,,,
32.0,0.029243779753645262,0.004525824449956417,,,
33.0,0.027379552028659316,0.00456674350425601,,,
34.0,0.026509960585584243,0.004587688948959112,,,
35.0,0.025936783423854245,0.004610544536262751,,,
36.0,0.0254581445393463,0.004656301345676184,,,
37.0,0.025182104425297842,0.004715288523584604,,,
38.0,0.02479548841818339,0.004780530463904142,,,
39.0,0.024350320187707743,0.0048274570144712925,0.5781062096357346,,
40.0,0.023488526255306272,0.004860484041273594,,,
41.0,0.02273879366616408,0.004883802030235529,,,
42.0,0.022253925518857107,0.004922591149806976,,,
43.0,0.022075004869451124,0.004952380433678627,,,
44.0,0.02259503690111968,0.005036565009504557,,,
45.0,0.024003052149588863,0.005096387583762407,,,
46.0,0.024186090779387288,0.005183222703635693,,,
47.0,0.023150570779624912,0.005215051118284464,,,
48.0,0.023379582255664798,0.0052713933400809765,,,
49.0,0.022401584350607462,0.005242599174380302,0.5398752316832542,,
50.0,0.022119587412517933,0.005226767621934414,,0.450699120759964,0.9045252799987793
51.0,0.021645039875681202,0.00524433609098196,,,
52.0,0.021371206161048678,0.005283706821501255,,,
53.0,0.02129142111581233,0.005326733458787203,,,
54.0,0.02117411566277345,0.005375299137085676,,,
55.0,0.021060689228276412,0.005401147063821554,,,
56.0,0.020977675346657634,0.005408609285950661,,,
57.0,0.020958696896624236,0.005413679871708155,,,
58.0,0.020932902882082594,0.005429377779364586,,,
59.0,0.020884664706471892,0.0054577914997935295,0.5220849849283695,,
60.0,0.02077901824687918,0.005479891784489155,,,
61.0,0.020684553907356327,0.005505179520696402,,,
62.0,0.020692869084369805,0.005514340940862894,,,
63.0,0.02078042551771634,0.005534721538424492,,,
64.0,0.020813022152417236,0.00554868346080184,,,
65.0,0.020709149906825687,0.0055614341981709,,,
66.0,0.020573336413751045,0.0055736578069627285,,,
67.0,0.02057537163193855,0.005580496974289417,,,
68.0,0.02064019166243573,0.005601757206022739,,,
69.0,0.02062610939455529,0.005610158666968346,0.5195299349725246,,
70.0,0.020510325325239036,0.0056174444034695625,,,
71.0,0.020423876576953465,0.005620767828077078,,,
72.0,0.020402496349480416,0.005622209515422583,,,
73.0,0.020420151381856867,0.005630836356431246,,,
74.0,0.02046938812256687,0.005633350927382708,,,
75.0,0.02050067625836366,0.0056448690593242645,,,
76.0,0.02046042762282822,0.005651639308780432,,,
77.0,0.0204029706472324,0.005658763460814953,,,
78.0,0.02040146071049902,0.005661115050315857,,,
79.0,0.020488749717672665,0.005676484201103449,0.51831990852952,,
80.0,0.0206227396045708,0.0056844232603907585,,,
81.0,0.020614343410771754,0.0057071237824857235,,,
82.0,0.020427406060819824,0.005713207181543112,,,
83.0,0.020338617543586426,0.005715277977287769,,,
84.0,0.02035416139082776,0.005724945571273565,,,
85.0,0.02039955863211718,0.005722901318222284,,,
86.0,0.020429565770965483,0.005732208024710417,,,
87.0,0.02039673892263737,0.0057359677739441395,,,
88.0,0.02035397997746865,0.005742565728724003,,,
89.0,0.02033483855943713,0.005746813490986824,0.5177984889596701,,
90.0,0.020356870520239077,0.00575078371912241,,,
91.0,0.02039073772314522,0.005755740217864513,,,
92.0,0.020407190192490817,0.005765129812061787,,,
93.0,0.020375622262557347,0.005771668627858162,,,
94.0,0.020346904534639585,0.005778169259428978,,,
95.0,0.02034789348952472,0.00578658189624548,,,
96.0,0.020371642393163508,0.00578483659774065,,,
97.0,0.020383196325144834,0.00579791609197855,,,
98.0,0.020364981596875522,0.005796525627374649,,,
99.0,0.020344830168825056,0.00580698624253273,0.5176686141639948,,
100.0,0.020343112628906965,0.005808480083942413,,,
101.0,0.02036197315591077,0.0058157779276371,,0.48928770422935486,0.936904788017273
102.0,0.020381043588535652,0.005822320934385061,,,
103.0,0.02037011710099048,0.005829524248838425,,,
104.0,0.02034298507289754,0.005837619304656982,,,
105.0,0.020328506654542354,0.005837785545736551,,,
106.0,0.02033386263685922,0.005841620732098818,,,
107.0,0.0203563009450833,0.0058480119332671165,,,
108.0,0.0203569794829107,0.005849107634276152,,,
109.0,0.02033408430404961,0.005860423669219017,0.5174841899424791,,
110.0,0.020308169950213697,0.0058587780222296715,,,
111.0,0.020302413133904337,0.0058658309280872345,,,
112.0,0.02031189038625194,0.005865245126187801,,,
113.0,0.020329031052274838,0.005871570203453302,,,
114.0,0.020330519108101727,0.005878535099327564,,,
115.0,0.020313446913949318,0.005880913231521845,,,
116.0,0.02030051518852512,0.005888524930924177,,,
117.0,0.020300181281442443,0.005887200590223074,,,
118.0,0.020328617004884614,0.005895434413105249,,,
119.0,0.020363825308158993,0.005899686366319656,0.5172175224870443,,
120.0,0.020351837522660694,0.00590862613171339,,,
121.0,0.020312515943207675,0.005912907421588898,,,
122.0,0.02028872386759354,0.005914656911045313,,,
123.0,0.020291112904540366,0.005912757944315672,,,
124.0,0.020303664137091903,0.005928308703005314,,,
125.0,0.020310213633088603,0.005920124240219593,,,
126.0,0.020298413826773564,0.00594556238502264,,,
127.0,0.02028624542988837,0.0059338402934372425,,,
128.0,0.020282130806396403,0.005946924444288015,,,
129.0,0.020296241929754613,0.005951048340648413,0.5166630949825048,,
130.0,0.020315224868762825,0.005948331672698259,,,
131.0,0.020313918304940063,0.0059717390686273575,,,
132.0,0.020291733282307784,0.005954633932560682,,,
133.0,0.02027079734951258,0.005984554998576641,,,
134.0,0.02025698592989809,0.005968464072793722,,,
135.0,0.020251488818062675,0.005990531761199236,,,
136.0,0.020255808152465356,0.005985989235341549,,,
