step,train_mse,latent_rms,train_rel_l2,latent_dependence,heldout_codec_rel_l2
0.0,0.09425153111418089,0.0001826388033805415,1.010331355035305,0.006893816404044628,0.7142435908317566
1.0,0.06149197618580527,0.00027225533267483115,,,
2.0,0.052701630811724395,0.00034647827851586044,,,
3.0,0.05002844735566113,0.00043505916255526245,,,
4.0,0.05031586569216516,0.0005659254966303706,,,
5.0,0.05040193795329995,0.0007182971457950771,,,
6.0,0.04975061040371656,0.000851293618325144,,,
7.0,0.049099448178377414,0.0010222062701359391,,,
8.0,0.048747624481717745,0.001211990718729794,,,
9.0,0.048306535821821955,0.0014172483934089541,0.762841247022152,,
10.0,0.046884631286892624,0.001628168043680489,,,
11.0,0.04498093850082821,0.0018436635145917535,,,
12.0,0.047231926454438106,0.0020235679112374783,,,
13.0,0.044416754928727945,0.0022049355320632458,,,
14.0,0.042613008721835086,0.002388590946793556,,,
15.0,0.041396593772288826,0.002562079345807433,,,
16.0,0.044716543048206304,0.0027115908451378345,,,
17.0,0.03991023377411895,0.002856773789972067,,,
18.0,0.03780618471610877,0.0029985227156430483,,,
19.0,0.035947979256096815,0.0031353062950074673,0.669149860739708,,
20.0,0.03320955364447501,0.003262728452682495,,,
21.0,0.0331135070655081,0.0033722103107720613,,,
22.0,0.03431763589589132,0.0034830784425139427,,,
23.0,0.03236722566394342,0.003595678834244609,,,
24.0,0.029375620302226808,0.0036371038295328617,,,
25.0,0.028560881606406636,0.0036896425299346447,,,
26.0,0.027228867637200487,0.003706600982695818,,,
27.0,0.02635982353033291,0.003747867653146386,,,
28.0,0.02580022288279401,0.0037494597490876913,,,
29.0,0.02509652780989806,0.0038033933378756046,0.5784425213932991,,
30.0,0.02426413541038831,0.003824998624622822,,,
31.0,0.023275047801434995,0.0038519452791661024,,,
32.0,0.022831776970997454,0.0038854198064655066,,,
33.0,0.023185689645922845,0.003925352357327938,,,
34.0,0.025828527119010687,0.004002478439360857,,,
35.0,0.02371145183013545,0.004035064019262791,,,
36.0,0.023266185933931007,0.004035745281726122,,,
37.0,0.022532618685315052,0.004017091356217861,,,
38.0,0.02209241579286754,0.004042334388941526,,,
39.0,0.021755290885145464,0.004079893231391907,0.530037559568882,,
40.0,0.021607750102670655,0.004115489777177572,,,
41.0,0.021343763166417676,0.004137652460485697,,,
42.0,0.021197944057898387,0.004134709015488625,,,
43.0,0.021070101845802533,0.004124918021261692,,,
44.0,0.020965147126052113,0.004117479547858238,,,
45.0,0.020950499903410674,0.004144119098782539,,,
46.0,0.021010827376610704,0.0041489857248961926,,,
47.0,0.021041018101904126,0.0041871992871165276,,,
48.0,0.020889141440598502,0.004192913882434368,,,
49.0,0.020845662204341756,0.0042054965160787106,0.5210434980690479,,
50.0,0.020896680574450228,0.004225873854011297,,,
51.0,0.02088564405942129,0.004233861807733774,,0.4952985346317291,0.8496875762939453
52.0,0.02077936489548948,0.004243834875524044,,,
53.0,0.020656253336411384,0.0042647444643080235,,,
54.0,0.020551742137306265,0.004260404966771603,,,
55.0,0.02048760238310529,0.004280537832528353,,,
56.0,0.02045673938261138,0.004268177784979343,,,
57.0,0.020465149740791982,0.0042872317135334015,,,
58.0,0.020500854523852467,0.004276918713003397,,,
59.0,0.02053137171185679,0.004296198952943087,0.518484003841877,,
60.0,0.020496771886116927,0.004295886028558016,,,
61.0,0.020449761919056376,0.004306228831410408,,,
62.0,0.020445409857978422,0.004311520140618086,,,
63.0,0.020487499504039684,0.004319776315242052,,,
64.0,0.020499820784769123,0.004325118847191334,,,
65.0,0.020456215232196782,0.004336721263825893,,,
66.0,0.020401636298952832,0.004332392010837793,,,
67.0,0.020389510636321374,0.004344011656939983,,,
68.0,0.020418137915225492,0.004345543682575226,,,
69.0,0.020454862349563174,0.004354523029178381,0.5179145056754351,,
70.0,0.02043389113102522,0.0043620760552585125,,,
71.0,0.02038465676104857,0.004365299828350544,,,
72.0,0.020354068465530874,0.004372123628854752,,,
73.0,0.020359270319135654,0.0043721566908061504,,,
74.0,0.02038887815032568,0.00437955604866147,,,
75.0,0.02040836010645661,0.004384838510304689,,,
76.0,0.020389316028190985,0.004390467889606953,,,
77.0,0.020359300491917465,0.004395743366330862,,,
78.0,0.02035780793055892,0.004402518272399902,,,
79.0,0.020382691281330256,0.004404846578836441,0.5175666771829128,,
80.0,0.020402241327489416,0.004420445300638676,,,
81.0,0.020385864608817632,0.004417152609676123,,,
82.0,0.02035118438820872,0.00443437322974205,,,
83.0,0.020339932835971315,0.00442861020565033,,,
84.0,0.020348368523021538,0.004444063175469637,,,
85.0,0.02036887457076874,0.004440129268914461,,,
86.0,0.02038364821838008,0.004458354786038399,,,
87.0,0.02037665838582648,0.004459656774997711,,,
88.0,0.02036299686258038,0.004470597021281719,,,
89.0,0.020340283369231556,0.004475787747651339,0.5173135027289391,,
90.0,0.020335525794782573,0.004479687195271254,,,
91.0,0.020328901019982165,0.004486122168600559,,,
92.0,0.02032569476092855,0.004489687737077475,,,
93.0,0.020317955719720986,0.004492358770221472,,,
94.0,0.020308845427094234,0.004501875955611467,,,
95.0,0.020302564265827338,0.004495752044022083,,,
96.0,0.02030323447763092,0.004513442516326904,,,
97.0,0.02030347420213123,0.00450120959430933,,,
98.0,0.02029797018919554,0.004522848874330521,,,
99.0,0.020295973819577033,0.004512840416282415,0.5166516602039337,,
100.0,0.02029648451962405,0.004527610260993242,,,
101.0,0.020300280025435817,0.004532530903816223,,,
102.0,0.02030587911295394,0.0045337975025177,,0.48580479621887207,0.8080475926399231
103.0,0.02029593900259998,0.004548611585050821,,,
104.0,0.020278571562634573,0.004549864213913679,,,
105.0,0.020263528743137915,0.004551365505903959,,,
106.0,0.020261294026341702,0.004570604767650366,,,
107.0,0.02027400446227855,0.004552312195301056,,,
108.0,0.020280040045165353,0.004593452904373407,,,
109.0,0.02027179736540549,0.0045637087896466255,0.5158101432025433,,
110.0,0.02025477981712255,0.004604635760188103,,,
111.0,0.020243755333746474,0.004586329218000174,,,
112.0,0.0202373372649567,0.004603092093020678,,,
113.0,0.020231279376894236,0.004619177430868149,,,
114.0,0.020222283913236525,0.004595110192894936,,,
115.0,0.02021589991119173,0.004663705825805664,,,
116.0,0.020217869950251446,0.004582736641168594,,,
117.0,0.020224844936488403,0.004713877569884062,,,
118.0,0.02022461221863826,0.004587256349623203,,,
119.0,0.020224417683978875,0.0047349752858281136,0.5152418110519648,,
120.0,0.020184479374438524,0.004629203118383884,,,
121.0,0.02016492350026965,0.004715981427580118,,,
122.0,0.02016469674495359,0.004670397844165564,,,
123.0,0.02017236751711203,0.004716568626463413,,,
124.0,0.020167622505169777,0.00470671197399497,,,
125.0,0.02014193715734614,0.004717797040939331,,,
126.0,0.020111660829020873,0.0047504655085504055,,,
127.0,0.020102669718778797,0.0047201369889080524,,,
128.0,0.02010189362698131,0.00479677552357316,,,
129.0,0.020095275323837994,0.004738219548016787,0.5130762364715338,,
130.0,0.020077571105211973,0.0048416792415082455,,,
131.0,0.020042069928927556,0.004761596210300922,,,
132.0,0.020016492233715124,0.004881405737251043,,,
133.0,0.020009644782791536,0.004785651341080666,,,
134.0,0.02001437005069521,0.004913957789540291,,,
135.0,0.02000151347161995,0.004837789572775364,,,
136.0,0.01997130985578729,0.004924197215586901,,,
137.0,0.019918253355556064,0.004908600822091103,,,
138.0,0.01987596775405109,0.004932506941258907,,,
139.0,0.019845810967187086,0.004981458652764559,0.5095883142203093,,
140.0,0.019831357556912635,0.004956054035574198,,,
141.0,0.019823239627811642,0.005057129543274641,,,
142.0,0.019792137322947382,0.0049807410687208176,,,
143.0,0.0197568632548468,0.00512158265337348,,,
144.0,0.019726987187233237,0.005021486897021532,,,
145.0,0.019701214492734934,0.005163927562534809,,,
146.0,0.019615843797930414,0.005088570062071085,,,
147.0,0.019461123135147824,0.005184968467801809,,,
148.0,0.019315217833759057,0.005187856033444405,,,
149.0,0.019212574815998473,0.005199233535677195,0.5010069012641907,,
150.0,0.019187842255665197,0.005267870146781206,,,
151.0,0.01945915028349393,0.005230099894106388,,,
152.0,0.020043978988089496,0.005271026398986578,,,
153.0,0.019460040450923973,0.005384964402765036,,0.478691041469574,0.6584035754203796
154.0,0.019583105962309572,0.005294477101415396,,,
155.0,0.01904352940308551,0.005369842052459717,,,
156.0,0.01902202141367727,0.00539917778223753,,,
157.0,0.018734624918757214,0.005434189923107624,,,
158.0,0.018599330441405375,0.005416741594672203,,,
159.0,0.018484539780765773,0.0054796840995550156,0.49302081763744354,,
160.0,0.018606743175122474,0.0055068121291697025,,,
161.0,0.01874693426820967,0.0055226972326636314,,,
162.0,0.018975144734399187,0.005593772511929274,,,
163.0,0.018226061762414043,0.005538244731724262,,,
164.0,0.01839134001173079,0.005598550196737051,,,
165.0,0.019126655875394742,0.005605633836239576,,,
166.0,0.018944677530477443,0.005681520327925682,,,
167.0,0.019136051522153946,0.005673845298588276,,,
168.0,0.018374359922276602,0.005740574561059475,,,
169.0,0.018425642921485835,0.005696126725524664,0.4972073044627905,,
170.0,0.01819526735900177,0.005727008916437626,,,
171.0,0.01800445159897208,0.005734735634177923,,,
172.0,0.01762545507401228,0.0057895188219845295,,,
173.0,0.017309612080247866,0.005797822959721088,,,
174.0,0.01712855212493903,0.005815759766846895,,,
175.0,0.017001905498198338,0.005871953442692757,,,
176.0,0.01721076411091619,0.005851058289408684,,,
177.0,0.018067159787234333,0.005863676778972149,,,
178.0,0.017025399050778812,0.005926582030951977,,,
179.0,0.017542713672543564,0.005922316573560238,0.47618020325899124,,
180.0,0.016783450769467485,0.005936501082032919,,,
181.0,0.01640830970265799,0.0059980107471346855,,,
182.0,0.01626001296771897,0.005985408090054989,,,
183.0,0.016100002881139518,0.00603243475779891,,,
184.0,0.016122396923601626,0.005989190191030502,,,
185.0,0.016281055686995387,0.006067340262234211,,,
186.0,0.016042247044129505,0.0060186986811459064,,,
187.0,0.015621495824307203,0.0060806372202932835,,,
188.0,0.015798123501655128,0.006107782945036888,,,
189.0,0.01592237595986161,0.006134945433586836,0.45417661406099796,,
190.0,0.01569573014871114,0.006124909035861492,,,
191.0,0.015255303365281886,0.006153072230517864,,,
192.0,0.015105893953392903,0.006164148915559053,,,
193.0,0.015019737395147482,0.006153150461614132,,,
194.0,0.014912858049695691,0.006183082237839699,,,
195.0,0.01508038565206031,0.006187167949974537,,,
196.0,0.015410920552288493,0.0062070670537650585,,,
197.0,0.01482808292739921,0.006243453361093998,,,
198.0,0.014467232993079556,0.00620029354467988,,,
199.0,0.014760551704093815,0.006279453635215759,0.4426148384809494,,
200.0,0.014495441177859902,0.006244005169719458,,,
201.0,0.014258453061597214,0.006309469696134329,,,
202.0,0.014554395601153373,0.006265787873417139,,,
203.0,0.015178766035371357,0.0063343956135213375,,,
204.0,0.01638944974790017,0.0063089486211538315,,0.5641428232192993,0.639545202255249
205.0,0.014783653333369229,0.006292194128036499,,,
206.0,0.015024708439078596,0.006368151865899563,,,
207.0,0.014247050891733832,0.006422726903110743,,,
208.0,0.014291881376670467,0.006380395498126745,,,
209.0,0.013817769773304463,0.00638562673702836,0.42835477367043495,,
210.0,0.013699090026525987,0.006416211370378733,,,
211.0,0.013460536736788022,0.006434478331357241,,,
212.0,0.013536886915357576,0.006404009182006121,,,
213.0,0.013841341650113463,0.006446054670959711,,,
214.0,0.014114392734029226,0.006431137211620808,,,
215.0,0.013371640199588405,0.006488676182925701,,,
216.0,0.013318645277371009,0.006484310608357191,,,
217.0,0.013319814072714911,0.006526026874780655,,,
218.0,0.012999420449551609,0.006486695725470781,,,
219.0,0.013002787521108984,0.0065636951476335526,0.41162882559001446,,
220.0,0.01282260317976276,0.006526615004986525,,,
221.0,0.012679631834228834,0.006568287964910269,,,
222.0,0.012590666869655251,0.006566917058080435,,,
223.0,0.012409288235422637,0.006590045522898436,,,
224.0,0.01231552382517192,0.006616045255213976,,,
225.0,0.012461702027875516,0.006607831921428442,,,
226.0,0.012828335944149229,0.006654629949480295,,,
227.0,0.013497226464872558,0.006655505858361721,,,
228.0,0.01282995516123871,0.006686490029096603,,,
229.0,0.012796883267453976,0.006725248880684376,0.400274146348238,,
230.0,0.012821380358396304,0.006696672178804874,,,
231.0,0.012187101463269857,0.006741673219949007,,,
232.0,0.012519670259207487,0.006752779707312584,,,
233.0,0.012144144912146859,0.006767609156668186,,,
234.0,0.01183484529558983,0.006778802257031202,,,
235.0,0.011732966370052762,0.006810239981859922,,,
236.0,0.011605923992271224,0.0068022143095731735,,,
237.0,0.01148926694256564,0.006822776515036821,,,
238.0,0.011563189725081125,0.006818877533078194,,,
239.0,0.011968232193547819,0.00685284286737442,0.3869631513953209,,
240.0,0.012378282204477323,0.006824743002653122,,,
241.0,0.012039101119670603,0.006887425202876329,,,
242.0,0.01184076917771664,0.006870141252875328,,,
243.0,0.012189421739636197,0.006905230227857828,,,
244.0,0.011564302643140158,0.0068994006142020226,,,
245.0,0.011561595572986536,0.006939904764294624,,,
246.0,0.012217121641669009,0.006939614191651344,,,
247.0,0.01185025387029681,0.006981434766203165,,,
248.0,0.011501633462806542,0.006978542543947697,,,
249.0,0.011231551871945461,0.007006991654634476,0.37809757329523563,,
250.0,0.011107366643846034,0.007014086004346609,,,
251.0,0.011032163127221994,0.007028999272733927,,,
252.0,0.011026144770698415,0.007038728799670935,,,
253.0,0.011315623254825671,0.007058910559862852,,,
254.0,0.011875821414093176,0.007038623560220003,,,
255.0,0.01158995374571532,0.007089292164891958,,0.5904560685157776,0.4705023467540741
256.0,0.010995333722482126,0.007078841794282198,,,
257.0,0.011308218485468792,0.007115717511624098,,,
258.0,0.01102883376698527,0.007100559305399656,,,
259.0,0.010924967306976518,0.007165179587900639,0.3692452758550644,,
260.0,0.01126034991763946,0.0071389880031347275,,,
261.0,0.011039731783481936,0.0071869404055178165,,,
262.0,0.010982435701621903,0.007183055859059095,,,
263.0,0.010701619172986183,0.007208914961665869,,,
264.0,0.010488460695164072,0.0072197685949504375,,,
265.0,0.010472021979383296,0.007234097458422184,,,
266.0,0.010378592465486792,0.007256804499775171,,,
267.0,0.010285808452301556,0.007257845252752304,,,
268.0,0.010319561356575125,0.007287534885108471,,,
269.0,0.010520004939494862,0.007280975580215454,0.3605066481977701,,
270.0,0.010807377799517579,0.0073001147247850895,,,
271.0,0.01081922500135584,0.007313864771276712,,,
272.0,0.01034675222562833,0.007300027180463076,,,
273.0,0.010362851476917664,0.007368525955826044,,,
274.0,0.01093741127807233,0.00732960132881999,,,
275.0,0.011005025524646043,0.007399280555546284,,,
276.0,0.010698789711006814,0.007388352882117033,,,
277.0,0.010744663673556512,0.007399559486657381,,,
278.0,0.01049464650814318,0.007446050178259611,,,
279.0,0.010209851957754128,0.007445565424859524,0.3562322799116373,,
280.0,0.010311936365647449,0.007446200121194124,,,
281.0,0.010018910893446042,0.007474497426301241,,,
282.0,0.00986993354279548,0.0074937776662409306,,,
283.0,0.009916963125579058,0.007497966289520264,,,
284.0,0.00997786390543398,0.007525102701038122,,,
285.0,0.01000300119113591,0.007535851094871759,,,
286.0,0.010146973964033855,0.007545563392341137,,,
287.0,0.010201737097361021,0.007568229455500841,,,
288.0,0.009803054257709947,0.007576884236186743,,,
289.0,0.00970790814401375,0.007583511061966419,0.3483356051146984,,
290.0,0.010110578186189136,0.0076068127527832985,,,
291.0,0.010476186942930022,0.007602953352034092,,,
292.0,0.010150777621505161,0.007622792851179838,,,
293.0,0.009810284179531866,0.0076401676051318645,,,
294.0,0.009950889548183316,0.007650337647646666,,,
295.0,0.009865083289850089,0.007672645151615143,,,
296.0,0.00943231209853871,0.007683740928769112,,,
297.0,0.009514185312824944,0.0077017322182655334,,,
298.0,0.009541124305687845,0.007710653357207775,,,
299.0,0.009459277471113536,0.007736637257039547,0.34208768233656883,,
300.0,0.009387237228349679,0.007736213970929384,,,
301.0,0.009492238530785672,0.007779322564601898,,,
302.0,0.009865832173575957,0.007757063023746014,,,
303.0,0.010487746320561403,0.007821018807590008,,,
304.0,0.011176142028222482,0.0077925147488713264,,,
305.0,0.010353616836687757,0.007823603227734566,,,
306.0,0.010403569247056212,0.007872282527387142,,0.6282016038894653,0.41901281476020813
307.0,0.009874989913983478,0.007864560931921005,,,
308.0,0.010026271164727707,0.007853874936699867,,,
309.0,0.009681993811908695,0.007896564900875092,0.34568122401833534,,
310.0,0.00937810482767721,0.007903746329247952,,,
311.0,0.00940658516354031,0.007905949838459492,,,
312.0,0.009412471437826753,0.007924235425889492,,,
313.0,0.009468377901551623,0.007946006953716278,,,
314.0,0.009538961890050107,0.007945227436721325,,,
315.0,0.00927298347879615,0.007968161255121231,,,
316.0,0.00906701784994867,0.007982147857546806,,,
317.0,0.009120878051552508,0.007990514859557152,,,
318.0,0.009406091495313578,0.008017187006771564,,,
319.0,0.00974844141345885,0.008025439456105232,0.3426052089780569,,
320.0,0.009512767957316504,0.008044912479817867,,,
