epoch,train_loss,val_loss,epoch_time_s,peak_gpu_mem_mb,cumul_train_time_s
1,0.7512151658535003,1.2649278938770294,12.847,16053.9,12.847
2,0.7151702523231507,,7.507,16053.9,20.355
3,0.6925026535987854,,8.006,16053.9,28.361
4,0.6747535586357116,,8.005,16053.9,36.366
5,0.662704473733902,1.2073250114917755,7.469,16053.9,43.835
6,0.6518669605255127,,8.049,16053.9,51.884
7,0.6411115646362304,,7.505,16053.9,59.389
8,0.6277267634868622,,7.85,16053.9,67.239
9,0.6098633050918579,,7.528,16053.9,74.767
10,0.5925053626298904,1.0620526671409607,7.939,16053.9,82.705
11,0.5767483800649643,,7.542,16053.9,90.247
12,0.5608399420976639,,7.435,16053.9,97.682
13,0.5457561761140823,,7.674,16053.9,105.356
14,0.531576406955719,,7.951,16053.9,113.307
15,0.519121190905571,0.9721616357564926,7.622,16053.9,120.929
16,0.5092597067356109,,8.16,16053.9,129.089
17,0.5014630883932114,,7.616,16053.9,136.705
18,0.49583934545516967,,8.012,16053.9,144.717
19,0.49197799563407896,,7.728,16053.9,152.445
20,0.48833954334259033,0.9330247044563293,7.951,16053.9,160.396
21,0.4851986825466156,,8.004,16053.9,168.4
22,0.4823433578014374,,8.137,16053.9,176.537
23,0.4797035217285156,,8.204,16053.9,184.741
24,0.47723503708839415,,7.575,16053.9,192.316
25,0.47481856048107146,0.9115139096975327,7.711,16053.9,200.027
26,0.4731955349445343,,7.604,16053.9,207.63
27,0.4702664315700531,,7.442,16053.9,215.072
28,0.46796649098396303,,7.566,16053.9,222.638
29,0.4654603213071823,,8.139,16053.9,230.777
30,0.46252450346946716,0.8845818042755127,7.676,16053.9,238.452
31,0.45998031497001646,,7.593,16053.9,246.045
32,0.4592645674943924,,8.154,16053.9,254.199
33,0.4546525239944458,,7.475,16053.9,261.675
34,0.4511460602283478,,8.108,16053.9,269.783
35,0.4479969024658203,0.856872946023941,7.577,16053.9,277.36
36,0.4446925073862076,,7.588,16053.9,284.948
37,0.4410099357366562,,7.825,16053.9,292.772
38,0.4378738820552826,,8.081,16053.9,300.853
39,0.43500328063964844,,8.031,16053.9,308.884
40,0.43127394318580625,0.8252478688955307,7.998,16053.9,316.881
41,0.42817298173904417,,7.607,16053.9,324.489
42,0.4252937316894531,,7.884,16053.9,332.373
43,0.42188798189163207,,7.726,16053.9,340.099
44,0.4181929141283035,,7.422,16053.9,347.521
45,0.4148128807544708,0.7896963953971863,7.949,16053.9,355.47
46,0.4115349352359772,,7.542,16053.9,363.012
47,0.40758880972862244,,7.371,16053.9,370.383
48,0.4047204256057739,,7.943,16053.9,378.326
49,0.40265296697616576,,8.147,16053.9,386.473
50,0.4032161861658096,0.7653144747018814,7.43,16053.9,393.903
51,0.39866531193256377,,6.799,16053.9,400.702
52,0.3952669233083725,,7.108,16053.9,407.81
53,0.39285687506198885,,8.62,16053.9,416.429
54,0.3908447057008743,,11.037,16053.9,427.466
55,0.38907322883605955,0.7336960732936859,10.665,16053.9,438.131
56,0.38717020452022555,,10.155,16053.9,448.285
57,0.38576099276542664,,10.856,16053.9,459.141
58,0.38405789732933043,,11.129,16053.9,470.27
59,0.3828622311353683,,10.697,16053.9,480.967
60,0.3814083218574524,0.7160060852766037,11.506,16053.9,492.474
61,0.3799367606639862,,10.648,16053.9,503.122
62,0.3786014229059219,,11.06,16053.9,514.182
63,0.37736821472644805,,11.186,16053.9,525.368
64,0.3765376999974251,,10.302,16053.9,535.67
65,0.37707690596580506,0.7028481438755989,10.527,16053.9,546.197
66,0.37631866335868835,,11.212,16053.9,557.409
67,0.37387472987174986,,10.883,16053.9,568.292
68,0.3716158136725426,,11.507,16053.9,579.799
69,0.370205819606781,,6.213,16053.9,586.012
70,0.36903626620769503,0.688321016728878,7.576,16053.9,593.589
71,0.36792155504226687,,7.309,16053.9,600.898
72,0.3669343262910843,,8.491,16053.9,609.389
73,0.36599325835704805,,8.369,16053.9,617.758
74,0.36510142385959626,,9.865,16053.9,627.623
75,0.36404246389865874,0.6777613162994385,9.767,16053.9,637.39
76,0.363453084230423,,9.761,16053.9,647.151
77,0.36280906200408936,,9.613,16053.9,656.764
78,0.361678808927536,,9.523,16053.9,666.287
79,0.3608659625053406,,9.918,16053.9,676.205
80,0.36013359427452085,0.6685948222875595,10.316,16053.9,686.522
81,0.35927757918834685,,10.396,16053.9,696.917
82,0.3584847837686539,,9.779,16053.9,706.696
83,0.3578237980604172,,9.863,16053.9,716.56
84,0.35703098475933076,,10.062,16053.9,726.622
85,0.3562519997358322,0.6607893332839012,9.069,16053.9,735.691
86,0.35560559034347533,,10.115,16053.9,745.805
87,0.3549402475357056,,9.952,16053.9,755.758
88,0.3545223593711853,,9.812,16053.9,765.57
89,0.3549281656742096,,10.01,16053.9,775.58
90,0.35351450443267823,0.6544991135597229,10.163,16053.9,785.743
91,0.35264923274517057,,9.93,16053.9,795.673
92,0.3522735208272934,,10.052,16053.9,805.725
93,0.3528554230928421,,9.283,16053.9,815.008
94,0.3518379271030426,,8.72,16053.9,823.728
95,0.3543199345469475,0.6496782898902893,8.992,16053.9,832.72
96,0.3516154170036316,,8.687,16053.9,841.407
97,0.3512319356203079,,8.863,16053.9,850.27
98,0.34976037591695786,,9.031,16053.9,859.3
99,0.34766371697187426,,8.719,16053.9,868.019
100,0.3465388357639313,0.6412375345826149,8.653,16053.9,876.672
101,0.3456880211830139,,8.677,16053.9,885.349
102,0.34486528784036635,,8.196,16053.9,893.546
103,0.3441375344991684,,9.156,16053.9,902.702
104,0.3434655278921127,,9.667,16053.9,912.369
105,0.3427031755447388,0.633139505982399,9.83,16053.9,922.199
106,0.341919532418251,,10.269,16053.9,932.468
107,0.34112715125083926,,10.05,16053.9,942.518
108,0.3403410851955414,,9.844,16053.9,952.362
109,0.33978161215782166,,10.209,16053.9,962.571
110,0.3389114856719971,0.6254668086767197,9.683,16053.9,972.254
111,0.33804296851158144,,9.61,16053.9,981.863
112,0.3372333914041519,,10.013,16053.9,991.877
113,0.3364823818206787,,9.688,16053.9,1001.565
114,0.33560178577899935,,9.907,16053.9,1011.472
115,0.3347996950149536,0.6169355362653732,9.137,16053.9,1020.609
116,0.33398433327674865,,9.486,16053.9,1030.095
117,0.3332561731338501,,11.695,16053.9,1041.79
118,0.33251123428344725,,11.669,16053.9,1053.46
119,0.3316246420145035,,11.027,16053.9,1064.486
120,0.33064078390598295,0.6084785312414169,12.168,16053.9,1076.654
121,0.3298298716545105,,8.775,16053.9,1085.429
122,0.32914728224277495,,9.717,16053.9,1095.147
123,0.32830232977867124,,9.769,16053.9,1104.915
124,0.3273767650127411,,9.594,16053.9,1114.509
125,0.3267837271094322,0.6003749892115593,9.818,16053.9,1124.327
126,0.3255618721246719,,9.856,16053.9,1134.183
127,0.32446483373641966,,9.868,16053.9,1144.05
128,0.3236194163560867,,9.404,16053.9,1153.454
129,0.32302697002887726,,9.85,16053.9,1163.304
130,0.3228524088859558,0.5947867706418037,9.957,16053.9,1173.261
131,0.32239030599594115,,9.627,16053.9,1182.888
132,0.3209546610713005,,9.949,16053.9,1192.836
133,0.3201285064220428,,9.79,16053.9,1202.626
134,0.3189370512962341,,10.105,16053.9,1212.731
135,0.31762507259845735,0.5830919221043587,9.71,16053.9,1222.441
136,0.31686072498559953,,9.849,16053.9,1232.29
137,0.3159378796815872,,9.795,16053.9,1242.086
138,0.31489511132240294,,9.731,16053.9,1251.817
139,0.3139498561620712,,9.798,16053.9,1261.615
140,0.3129759952425957,0.5732296258211136,9.801,16053.9,1271.416
141,0.31221731603145597,,9.612,16053.9,1281.027
